"Calahorra - Datos Diarios - Fecha-Hora desde: 05-06-2007 00:00:00 - Fecha-Hora hasta: 17-03-2026 23:59:59"
"Fecha","T ( °C )","Hr ( % )","Rg ( MJ/m2 )","VV ( m/s )","VV ( km/h )","DV ( ° )","P ( l/m2 )","ETo ( mm/dia )","Ts ( °C )","HUMh_1 ( Minutos )","HUMh_2 ( Minutos )"
"Med","Max","Min","Med","Max","Min","Ac","Med","Max","Med","Max","Med","Max","Ac","Calc","Med","Max","Min","Ac","Ac"
"19-12-2009","-1","2,2","-4,3","75","97","45","8,649","2,4","7,6","8,5","27,4","39 ( NNE )","0 ( N )","0","0,7","2,2","2,8","1,9","0","0"
"20-12-2009","-1,5","2,1","-5,6","77","96","62","8,693","2,2","8,3","7,8","29,8","24 ( NNE )","120 ( ESE )","0","0,5","1,7","2,2","1,5","0","0"
"21-12-2009","0,8","3,8","-1,6","89","98","77","3,168","6,6","14","23,8","50,4","320 ( NNW )","137 ( SSE )","0","0,6","1,8","2,6","1,6","0","0"
"22-12-2009","4","8,1","0,5","97","100","85","2,585","2,3","9,9","8,4","35,6","18 ( NNE )","144 ( SSE )","1","0,5","3,5","4,9","2,4","0","0"
"23-12-2009","3,6","7,8","0,2","93","99","82","1,981","2,5","11,9","9,2","42,7","320 ( NNW )","273 ( WNW )","4,2","0,5","4","5,2","3","0","0"
"24-12-2009","8,7","14,3","2","83","98","55","4,177","3,7","11,4","13,2","40,9","89 ( ENE )","139 ( SSE )","0,2","1,4","5,8","7,9","3,9","0","0"
"25-12-2009","6,3","9,7","3,4","78","94","51","7,747","1,6","6,7","5,9","24","31 ( NNE )","283 ( WNW )","1","0,7","6,5","7,7","5,3","0","0"
"26-12-2009","5,9","7,4","4,1","93","99","77","1,519","2","8,1","7,1","29","42 ( NNE )","288 ( WNW )","18,6","0,6","6,3","6,9","5,8","0","0"
"27-12-2009","5","10,3","-0,2","81","97","50","7,524","1,2","4,6","4,4","16,6","286 ( WNW )","289 ( WNW )","0","0,6","5,8","7,2","4,1","0","0"
"28-12-2009","7,9","10,5","5,1","82","97","63","3,439","2,3","12,2","8,4","43,8","313 ( WNW )","144 ( SSE )","1,4","0,9","6,8","8","5,9","0","0"
"29-12-2009","7,8","11,1","4,9","97","100","89","2,997","0,8","4,3","2,8","15,5","318 ( NNW )","254 ( WSW )","0","0,4","7,6","8,8","6,7","0","0"
"30-12-2009","10,2","16,7","6,5","80","100","42","6,39","2","11,8","7,1","42,4","44 ( NNE )","296 ( WNW )","5,9","1,3","8,4","9,8","7,4","0","0"
"31-12-2009","8,9","12,1","5","75","93","64","2,439","2,2","7,6","7,8","27,2","358 ( NNW )","157 ( SSE )","0,4","1","7,7","8,6","7","0","0"
"01-01-2010","5,5","9,5","1,2","75","91","62","5,838","2,2","9,7","7,8","34,8","323 ( NNW )","273 ( WNW )","0","0,8","6","7,2","4,8","0","0"
"02-01-2010","4,6","9,3","0,1","84","97","65","5,148","1,3","6,1","4,7","21,9","75 ( ENE )","298 ( WNW )","0","0,6","5,2","6,6","3,7","0","0"
"03-01-2010","4,7","5,7","2","93","98","82","1,437","1,4","6,9","5,2","24,8","48 ( ENE )","117 ( ESE )","5,7","0,5","5,5","6","4,9","0","0"
"04-01-2010","4,9","5,9","3,7","99","100","97","1,774","0,8","3,8","2,9","13,7","50 ( ENE )","100 ( ESE )","1,4","0,4","6,2","6,6","5,8","0","0"
"05-01-2010","5,9","9,3","3,7","85","100","66","5,105","2,7","8","9,7","28,9","70 ( ENE )","319 ( NNW )","4","0,8","6,8","7,7","5,9","0","0"
"06-01-2010","3,3","7,7","-0,9","76","95","48","7,319","1,4","6,4","4,9","23,2","62 ( ENE )","293 ( WNW )","0","0,7","5,2","6,3","4,3","0","0"
"07-01-2010","1,5","4,1","-1,4","86","98","59","2,295","2,8","10,5","10","37,9","334 ( NNW )","324 ( NNW )","0,4","0,8","3,8","4,4","3,4","0","0"
"08-01-2010","0,8","3,1","-1,8","71","99","47","8,629","5,6","12,8","20,3","46,1","307 ( WNW )","321 ( NNW )","0","1,1","2,8","3,5","2,4","0","0"
"09-01-2010","-0,7","2,1","-2,5","82","99","65","9,608","5,3","12,1","19","43,6","296 ( WNW )","294 ( WNW )","0","0,7","2,5","3,3","2,2","0","0"
"10-01-2010","-1,5","1,9","-4,5","75","88","58","8,377","2,1","7,9","7,7","28,5","32 ( NNE )","290 ( WNW )","0","0,6","1,7","2,2","1,5","0","0"
"11-01-2010","0,4","4,9","-2,2","78","89","58","8,475","2","8,6","7,2","31","289 ( WNW )","313 ( WNW )","0","0,7","2,1","3,2","1,6","0","0"
"12-01-2010","-0,1","3,1","-3,3","94","99","88","1,522","1,7","10,1","6,2","36,2","67 ( ENE )","134 ( ESE )","0,6","0,4","2","2,5","1,6","0","0"
"13-01-2010","2,9","8,6","-2,8","92","100","73","5,506","1,7","10,7","6,2","38,5","346 ( NNW )","129 ( ESE )","1,6","0,6","3","4,7","1,8","0","0"
"14-01-2010","6,9","9,4","5,7","82","96","64","2,938","7,5","18,5","26,8","66,7","75 ( ENE )","296 ( WNW )","4,8","1,3","5,2","5,7","4,7","0","0"
"15-01-2010","6,4","10,7","2,6","79","97","60","8,758","2,1","11,2","7,4","40,4","357 ( NNW )","283 ( WNW )","0","0,8","5,4","6,9","4,3","0","0"
"16-01-2010","5,4","8,2","2,6","92","99","78","3,168","0,8","3,6","2,9","13,1","19 ( NNE )","248 ( WSW )","0,4","0,5","5,5","6,5","4,6","0","0"
"17-01-2010","8,3","11,7","5,8","91","97","73","3,243","1","3,5","3,6","12,6","328 ( NNW )","306 ( WNW )","0","0,6","6,9","8","6,1","0","0"
"18-01-2010","7,8","10,9","4,4","93","99","83","4,152","1,7","6,9","6,2","24,9","334 ( NNW )","130 ( ESE )","0","0,6","7,2","8,2","6,2","0","0"
"19-01-2010","9,5","11,2","7,7","96","99","90","1,671","1,9","6,2","6,8","22,3","318 ( NNW )","116 ( ESE )","0,2","0,5","8,4","9","7,9","0","0"
"20-01-2010","8,4","13,5","4,4","84","100","52","5,628","1,6","7,7","5,8","27,6","284 ( WNW )","291 ( WNW )","0,8","1","8,2","9,2","7,2","0","0"
"21-01-2010","6,7","10,8","2,6","84","97","67","6,479","0,9","3,5","3,3","12,5","297 ( WNW )","330 ( NNW )","0","0,6","7,4","8,7","6,1","0","0"
"22-01-2010","6,2","14,6","-1,3","87","100","63","9,175","0,9","5,4","3,2","19,3","2 ( NNE )","279 ( WNW )","0","0,7","6,7","8,9","4,5","0","0"
"23-01-2010","6,5","7,5","5,3","94","97","89","1,862","1,6","5,4","5,9","19,5","62 ( ENE )","99 ( ESE )","2","0,5","7,3","7,8","7","0","0"
"24-01-2010","7,3","9,8","5,9","89","97","72","2,775","1,9","7,3","6,9","26,2","87 ( ENE )","268 ( WSW )","0,8","0,8","7,5","8,2","7,1","0","0"
"25-01-2010","4,9","7,5","1,8","75","89","49","8,178","3,2","8,8","11,6","31,6","315 ( NW )","299 ( WNW )","0,4","1,2","6,5","7,2","5,4","0","0"
"26-01-2010","3,8","7,7","0,2","71","87","51","11,156","4,4","12,8","15,7","46,2","6 ( NNE )","308 ( WNW )","0","1,4","5,3","6,4","4,4","0","0"
"27-01-2010","1,6","4,5","-1","67","84","48","10,64","4,1","10,2","14,7","36,6","43 ( NNE )","306 ( WNW )","0","1,3","4,4","5,5","3,4","0","0"
"28-01-2010","4","7,2","-1","69","85","55","7,392","5,6","11,9","20,1","42,7","283 ( WNW )","267 ( WSW )","0","1,5","3,7","5","2,6","0","0"
"29-01-2010","7,6","11,9","4,9","73","87","53","8,983","5,6","13,6","20","49","53 ( ENE )","294 ( WNW )","0,2","1,9","5,9","7,4","4,9","0","0"
"30-01-2010","6,8","10,2","4,7","76","93","58","8,666","4,9","12","17,8","43,2","78 ( ENE )","280 ( WNW )","1,4","1,5","6,3","7,4","5,4","0","0"
"31-01-2010","4,5","8,6","1,4","87","96","58","5,104","1,8","8,1","6,4","29","274 ( WNW )","335 ( NNW )","5,9","0,9","6,3","7,3","5,7","0","0"
"01-02-2010","4,1","7,8","0,6","77","98","53","10,955","3","9,6","10,6","34,5","33 ( NNE )","285 ( WNW )","0","1,1","5,3","6,5","4,4","0","0"
"02-02-2010","2,2","8,2","-1,6","81","96","53","11,991","0,8","5,4","2,9","19,5","287 ( WNW )","115 ( ESE )","0","0,7","4,7","7","3","0","0"
"03-02-2010","1,9","7,7","-3,8","84","99","57","11,48","0,8","4,2","2,8","15","286 ( WNW )","129 ( ESE )","0","0,7","4,4","6,4","2,8","0","0"
"04-02-2010","5,4","7,7","2,3","92","98","80","2,944","4,1","12,5","14,6","44,9","274 ( WNW )","118 ( ESE )","8,3","0,7","5,3","6,2","4,6","0","0"
"05-02-2010","7,6","13,2","1,9","79","99","43","10,009","1,6","9,8","5,7","35,3","290 ( WNW )","295 ( WNW )","0,8","1,3","6,7","8,4","4,9","0","0"
"06-02-2010","9,5","14,6","4","70","92","48","12,591","3,6","14,1","13","50,6","83 ( ENE )","307 ( WNW )","0","2","7,2","9","5,6","0","0"
"07-02-2010","8,5","11,3","4,1","79","93","64","6,435","1,5","5,2","5,6","18,7","38 ( NNE )","291 ( WNW )","0","1","7,9","8,9","7,1","0","0"
"08-02-2010","5,1","6,9","2,7","95","98","81","2,22","1","7,4","3,5","26,7","291 ( WNW )","289 ( WNW )","6,1","0,6","6,8","7,5","6,2","0","0"
"09-02-2010","5,3","8","2,6","75","87","58","6,977","5","11,8","18,1","42,6","273 ( WNW )","311 ( WNW )","0","1,5","6,3","7","5,3","0","0"
"10-02-2010","3,6","6,9","0","63","82","35","11,28","4,9","10,4","17,7","37,3","339 ( NNW )","282 ( WNW )","0","2","5,2","6,5","4,1","0","0"
"11-02-2010","0,2","2,4","-1,4","77","97","62","8,059","5,4","12,5","19,5","44,8","85 ( ENE )","283 ( WNW )","0,2","1","3,5","4,1","2,9","0","0"
"12-02-2010","0,8","3,3","-2,1","75","89","58","3,713","3,9","10","14","35,9","294 ( WNW )","317 ( NNW )","0","1,1","2,8","3,5","2,3","0","0"
"13-02-2010","0,1","2","-2,4","72","84","59","7,566","3,6","8,5","12,9","30,6","59 ( ENE )","300 ( WNW )","0","1","2,6","3,4","1,9","0","0"
"14-02-2010","0,9","3,5","-0,8","76","84","63","3,585","2,2","7","8","25,2","334 ( NNW )","295 ( WNW )","0","0,9","2,8","3,5","2,3","0","0"
"15-02-2010","0,3","3,3","-1,9","75","98","58","6,465","2","6,4","7,4","23,1","354 ( NNW )","122 ( ESE )","0","0,8","2,9","3,8","2,1","0","0"
"16-02-2010","2","5","-0,4","99","100","97","1,564","2,2","5,9","7,9","21,2","347 ( NNW )","119 ( ESE )","4","0,3","3,1","4,1","2,5","0","0"
"17-02-2010","6,2","8,5","4,5","95","99","87","3,461","1,7","6,4","6,2","22,9","306 ( WNW )","149 ( SSE )","4,6","0,6","5,2","6,5","4,1","0","0"
"18-02-2010","6,4","10,5","1,1","87","100","64","10,097","1","4,7","3,4","16,8","292 ( WNW )","278 ( WNW )","0,2","1","6,4","8,5","4,3","0","0"
"19-02-2010","5,9","8,7","1,6","75","87","58","10,69","4,1","11,7","14,9","42,3","317 ( NNW )","289 ( WNW )","0","1,6","6,5","7,4","5,2","0","0"
"20-02-2010","4,3","10,9","-2,2","69","97","37","15,602","2,2","8,9","7,9","32","26 ( NNE )","309 ( WNW )","0","1,7","5,2","7,5","3,2","0","0"
"21-02-2010","4,1","7,7","0,1","80","88","68","5,336","4,7","11,8","17,1","42,4","304 ( WNW )","120 ( ESE )","0,6","1,2","4,7","5,5","3,9","0","0"
"22-02-2010","8,3","15,5","2,5","76","96","43","8,281","3","10,3","11","37","4 ( NNE )","141 ( SSE )","0,2","2,1","5,9","8,1","4,4","0","0"
"23-02-2010","10,2","16,3","4,3","65","91","37","7,489","1,6","11,3","5,7","40,5","312 ( WNW )","239 ( WSW )","0","1,8","7,3","9,1","5,7","0","0"
"24-02-2010","10,3","15,2","3","61","94","32","7,73","2,3","11,1","8,2","39,9","317 ( NNW )","285 ( WNW )","0","2","7,6","8,8","6,1","0","0"
"25-02-2010","13,3","18,4","6,8","56","86","32","8,524","3,9","13,4","14,1","48,1","278 ( WNW )","273 ( WNW )","0","3,1","8,7","10,7","7,1","0","0"
"26-02-2010","9,6","14,9","3,7","58","86","30","16,031","1,9","7,5","7","26,9","88 ( ENE )","305 ( WNW )","0","2,2","8,8","11","6,6","0","0"
"27-02-2010","10,6","20,5","6,8","73","93","29","7,838","6,7","17,1","24,1","61,4","12 ( NNE )","126 ( ESE )","0,2","4,5","8,7","10","7,8","0","0"
"28-02-2010","11,3","16,4","6,3","52","74","36","13,981","2,4","11,5","8,8","41,2","21 ( NNE )","265 ( WSW )","0","2,4","9,9","11,7","8","0","0"
"01-03-2010","10,2","16,1","4,7","59","87","28","15,873","2,4","10,9","8,5","39,2","292 ( WNW )","292 ( WNW )","0","2,6","10","12,4","8","0","0"
"02-03-2010","8,3","15,4","0,3","69","96","44","13,872","3,1","11,5","11,3","41,2","287 ( WNW )","122 ( ESE )","0","2,4","9","10,9","6,8","0","0"
"03-03-2010","6,8","10,6","5,5","93","99","56","3,966","2,4","11,8","8,7","42,5","346 ( NNW )","136 ( SSE )","7,5","1","8,7","9,7","8,1","0","0"
"04-03-2010","9,2","13","5","75","99","47","11,056","2,8","9,8","10,3","35,4","83 ( ENE )","329 ( NNW )","0","1,9","8,8","10,1","7,8","0","0"
"05-03-2010","7,8","11,8","4,3","63","84","40","13,011","2,3","7,5","8,4","27","314 ( WNW )","303 ( WNW )","0","2","8,8","10,7","7,3","0","0"
"06-03-2010","7,5","10,9","4,2","58","85","23","11,096","2,5","8,8","8,9","31,7","359 ( NNW )","124 ( ESE )","0","2,2","8,5","9,7","7,4","0","0"
"07-03-2010","5,2","10,7","0,1","60","86","30","9,389","2,2","7,7","7,9","27,6","320 ( NNW )","326 ( NNW )","0","1,9","7,9","9,5","6,6","0","0"
"08-03-2010","1,2","4,3","-2,6","65","88","37","10,575","5,2","12,8","18,8","46,1","79 ( ENE )","314 ( WNW )","0","1,9","5,2","6,6","4,2","0","0"
"09-03-2010","3,3","7,7","0,1","49","73","23","19,938","6,4","14,6","23,2","52,7","25 ( NNE )","322 ( NNW )","0","3,1","5,1","7,1","3,4","0","0"
"10-03-2010","2,2","4,9","0,3","67","90","45","9,701","5,9","12,4","21,2","44,7","85 ( ENE )","293 ( WNW )","0","1,8","4,9","5,9","4","0","0"
"11-03-2010","2,2","5,6","-0,5","77","96","54","8,703","4,4","9,6","15,7","34,4","14 ( NNE )","306 ( WNW )","0","1,4","4,7","5,8","3,9","0","0"
"12-03-2010","3,5","8,1","1,1","65","92","35","12,302","4,1","10,7","14,9","38,4","279 ( WNW )","303 ( WNW )","0","2,1","5","6,7","4","0","0"
"13-03-2010","5,7","10,7","1,6","64","80","43","13,198","4","10,6","14,4","38,1","7 ( NNE )","298 ( WNW )","0","2,4","5,9","8,1","4,3","0","0"
"14-03-2010","5,4","11,3","0,8","63","85","38","19,111","4,6","11,4","16,4","41","358 ( NNW )","330 ( NNW )","0","2,8","6,1","8,5","3,9","0","0"
"15-03-2010","7,6","16,8","0,8","55","82","23","20,71","3,2","8,3","11,6","29,8","331 ( NNW )","287 ( WNW )","0","3,6","7","10,3","4,2","0","0"
"16-03-2010","6,5","15,6","-2,1","64","94","28","19,565","1,5","6,5","5,3","23,4","25 ( NNE )","112 ( ESE )","0","2,5","7,4","10,6","4,3","0","0"
"17-03-2010","9,8","19,5","-0,6","55","90","16","20,374","2,5","10","9,1","35,9","272 ( WNW )","147 ( SSE )","0","3,7","8,5","11,6","5,4","0","0"
"18-03-2010","9,6","14,8","5,5","65","80","43","8,926","4,3","10,7","15,6","38,4","303 ( WNW )","122 ( ESE )","0","2,7","8,7","10","7,4","0","0"
"19-03-2010","11,7","18,3","3,3","74","95","56","8,765","2,6","11,8","9,2","42,6","45 ( NE )","127 ( ESE )","0","2,1","9,2","11,2","7,1","0","0"
"20-03-2010","16,3","23,8","11,8","63","86","30","6,96","4","14,5","14,3","52,1","22 ( NNE )","238 ( WSW )","0","4,1","11,6","13,2","10,4","0","0"
"21-03-2010","13,7","17,6","10,1","74","92","56","8,864","1,2","4,6","4,2","16,4","336 ( NNW )","291 ( WNW )","0","1,8","12,2","13,9","10,6","0","0"
"22-03-2010","14,1","21,4","7,5","67","89","32","17,669","1,9","7,5","6,9","27","307 ( WNW )","281 ( WNW )","0","3,3","13","15,6","10,9","0","0"
"23-03-2010","11,7","18,8","2,6","71","97","45","15,784","2,4","8,6","8,6","30,8","57 ( ENE )","132 ( ESE )","0","2,8","12","14,4","9,3","0","0"
"24-03-2010","13,3","18,2","10,5","78","93","57","10,807","5,6","13,6","20,2","48,9","45 ( NE )","126 ( ESE )","12,7","2,8","12,6","14","11,5","0","0"
"25-03-2010","11,5","17,9","7,2","76","94","39","12,603","4,5","13,6","16,2","48,8","22 ( NNE )","119 ( ESE )","1,8","3,3","11,9","13,5","10,8","0","0"
"26-03-2010","10,4","16,7","4","62","92","26","22,028","2,2","11,6","8","41,8","352 ( NNW )","277 ( WNW )","0","3,3","11,1","13,7","8,3","0","0"
"27-03-2010","10,7","17,3","4","65","96","32","22,643","2,9","9,5","10,3","34,2","338 ( NNW )","312 ( WNW )","0","3,5","11,2","13,7","8,7","0","0"
"28-03-2010","11,2","17,4","5","69","94","38","15,132","1,4","5,9","5,1","21,3","300 ( WNW )","120 ( ESE )","0","2,5","11,7","14,1","9,4","0","0"
"29-03-2010","13,2","19,8","5,8","64","91","31","15,385","3,2","11,1","11,6","40","36 ( NNE )","271 ( WNW )","1,2","3,6","11,9","14","9,6","0","0"
"30-03-2010","11,1","15,7","7,2","62","90","43","15,844","2,5","14,1","9","50,8","42 ( NNE )","314 ( WNW )","0,8","2,7","11,7","13,6","9,9","0","0"
"31-03-2010","9,4","16,1","4","68","97","31","17,412","2,3","14,5","8,1","52,2","69 ( ENE )","306 ( WNW )","1","2,9","11,6","14,1","9","0","0"
"01-04-2010","8,4","14,2","3,2","66","92","30","19,533","1,6","5,7","5,7","20,5","43 ( NNE )","298 ( WNW )","0","2,7","11,2","14","8,6","0","0"
"02-04-2010","9","16,4","1,4","65","95","32","19,209","0,9","4,1","3,2","14,9","355 ( NNW )","5 ( NNE )","0","2,5","11,3","14,3","8,5","0","0"
"03-04-2010","10,2","15,7","6","68","89","44","10,662","1,5","10,8","5,5","39","70 ( ENE )","253 ( WSW )","1","2,2","11,6","13,6","10","0","0"
"04-04-2010","8,6","14,2","3,2","68","91","37","19,105","3,2","9,6","11,5","34,4","275 ( WNW )","320 ( NNW )","0,2","3","10,8","12,7","9,2","0","0"
"05-04-2010","9,4","17,8","-0,1","61","96","28","24,347","2","6,9","7,1","24,9","74 ( ENE )","112 ( ESE )","0","3,5","10,9","14,4","7,6","0","0"
"06-04-2010","12,6","20,6","4,6","55","92","24","23,263","3","10,6","10,9","38","325 ( NNW )","116 ( ESE )","0","4,4","12,1","15,1","9,3","0","0"
"07-04-2010","10,7","14,4","7,6","64","88","44","10,878","3,5","9,6","12,6","34,4","11 ( NNE )","297 ( WNW )","0,8","2,6","11,9","12,9","10,8","0","0"
"08-04-2010","10,6","16","6,7","59","76","37","20,84","4,3","9,9","15,5","35,5","303 ( WNW )","312 ( WNW )","0","3,9","11,6","14,4","9,4","0","0"
"09-04-2010","12","19,8","4,6","53","83","24","24,917","2","7,3","7,3","26,1","17 ( NNE )","265 ( WSW )","0","4","12,7","16,6","9,4","0","0"
"10-04-2010","13,3","22,3","3,7","52","87","16","24,883","1","4,4","3,6","15,9","326 ( NNW )","108 ( ESE )","0","3,7","13,6","17,6","10,2","0","0"
"11-04-2010","14","22,2","6,8","50","73","21","25,345","3,7","11","13,3","39,6","274 ( WNW )","289 ( WNW )","0","5,5","14,3","17,7","11,2","0","0"
"12-04-2010","10,4","14,5","6,5","54","70","28","20,684","5","11,3","18","40,7","339 ( NNW )","268 ( WSW )","0","4,2","13,7","16,2","11,8","0","0"
"13-04-2010","9,8","15,7","3,8","56","82","28","19,932","2","6,8","7,3","24,3","22 ( NNE )","46 ( ENE )","0","3,3","13,2","16,7","9,9","0","0"
"14-04-2010","9,5","12,8","6,9","74","86","58","10,95","1,7","6,1","6,3","22","334 ( NNW )","153 ( SSE )","0,8","2","12,9","14,6","11,6","0","0"
"15-04-2010","10","12,2","8,2","78","90","62","5,863","1,8","6,2","6,3","22,4","336 ( NNW )","118 ( ESE )","0,2","1,5","12,3","13,1","11,5","0","0"
"16-04-2010","13,2","18,6","8,6","70","96","39","20,688","1,2","5,6","4,3","20,2","42 ( NNE )","145 ( SSE )","0,2","3,2","14,5","18,5","11,4","0","0"
"17-04-2010","12,5","17,2","8,5","68","92","43","16,829","3,1","10,1","11,2","36,3","80 ( ENE )","113 ( ESE )","1","3,3","14,8","17","12,9","0","0"
"18-04-2010","11,9","16,6","8,6","83","94","68","12,653","2,5","6,7","9,1","24,2","15 ( NNE )","128 ( ESE )","1,6","2,2","13,9","15,4","12,4","0","0"
"19-04-2010","14,1","22,8","8,8","76","97","32","18,786","1,1","8,2","4,1","29,3","271 ( WNW )","299 ( WNW )","1,2","3,3","15,3","19,8","12,2","0","0"
"20-04-2010","15,9","23,8","7,2","64","96","31","23,064","1","5,1","3,5","18,3","7 ( NNE )","107 ( ESE )","0","3,8","16,6","21","12,5","0","0"
"21-04-2010","17,1","24,6","8,2","63","93","34","20,064","2,1","8,6","7,4","30,9","57 ( ENE )","143 ( SSE )","0","4,2","17,2","20,4","13,8","0","0"
"22-04-2010","14,5","17,3","12,3","84","96","70","6,593","1,4","4,6","5","16,6","301 ( WNW )","79 ( ENE )","7,5","1,5","16,3","17,8","15,5","0","0"
"23-04-2010","15,1","20,9","10,3","77","93","45","19,744","2","7,3","7,3","26,1","313 ( WNW )","297 ( WNW )","0,6","3,6","16,3","19,2","14,3","0","0"
"24-04-2010","15,5","24,2","6,9","70","97","32","23,526","1,2","6,4","4,3","23,1","19 ( NNE )","200 ( SSW )","0","4","17,1","22","12,7","0","0"
"25-04-2010","18","25,9","11,8","64","91","33","25,023","1,5","6,1","5,6","21,8","10 ( NNE )","6 ( NNE )","0","4,6","19","23,7","15,1","0","0"
"26-04-2010","18,6","27,3","10,2","62","92","26","25","1,4","4,5","5","16,2","59 ( ENE )","293 ( WNW )","0","4,7","19,7","24,2","15,5","0","0"
"27-04-2010","20,3","29,5","12,6","52","87","12","27,382","2","6,4","7,1","22,9","350 ( NNW )","302 ( WNW )","0","6","20,6","24,9","16,6","0","0"
"28-04-2010","19,3","27,8","9,9","55","91","24","27,191","2,3","7,5","8,2","27","309 ( WNW )","134 ( ESE )","0","5,7","20,5","24,3","16,5","0","0"
"29-04-2010","18,4","25,6","13","60","91","36","17,569","3,3","8,5","11,8","30,6","43 ( NNE )","124 ( ESE )","2","4,7","20,3","22,8","17,9","0","0"
"30-04-2010","15,8","22,3","10,7","80","95","52","21,405","1,7","6,7","6,1","24,1","296 ( WNW )","277 ( WNW )","9,7","3,7","19,6","23,9","16,3","0","0"
"01-05-2010","13,6","16,3","9,3","82","96","60","8,415","2,1","5,8","7,6","21","30 ( NNE )","270 ( WSW )","0,4","2","17,1","18,8","15,1","0","0"
"02-05-2010","10,9","14,1","7,5","82","97","65","6,814","1,6","6","5,6","21,6","312 ( WNW )","309 ( WNW )","0,4","1,5","14,4","15,5","13,2","0","0"
"03-05-2010","9,2","12,1","6,2","74","89","54","15,475","5,3","12,2","19","43,9","282 ( WNW )","306 ( WNW )","0,4","2,7","13,3","14,6","12,1","0","0"
"04-05-2010","6,6","7,8","5,1","74","89","63","6,291","6,9","15,4","24,8","55,3","46 ( ENE )","315 ( NW )","0,4","1,7","10,7","12,1","10,1","0","0"
"05-05-2010","8,1","10,3","6,4","69","82","57","5,416","5,7","12,6","20,6","45,5","317 ( NNW )","306 ( WNW )","0","2,1","10,4","11,2","9,8","0","0"
"06-05-2010","9,4","13,3","4,9","68","89","45","14,621","4,2","10,5","15","37,8","287 ( WNW )","286 ( WNW )","0,4","2,8","11,3","13,8","9,4","0","0"
"07-05-2010","8,6","13,6","0,8","83","97","51","14,422","0,9","4,4","3,2","15,8","11 ( NNE )","316 ( NNW )","2,6","2,2","12,1","14,8","8,7","0","0"
"08-05-2010","12,6","18,9","6,4","74","100","34","18,879","1","5,9","3,7","21,3","85 ( ENE )","317 ( NNW )","0,2","3,1","14,4","18,3","11,1","0","0"
"09-05-2010","14,4","21,2","11","84","97","46","16,722","2,9","10,5","10,3","37,6","23 ( NNE )","253 ( WSW )","8,5","3,6","15,6","18,3","13,4","0","0"
"10-05-2010","14,1","21","6,7","66","97","32","26,023","1,2","5,9","4,3","21,3","351 ( NNW )","171 ( SSE )","0","4,1","16,8","21,4","12,4","0","0"
"11-05-2010","12,4","18,7","6,2","72","95","39","18,705","1,7","6,9","6","24,8","51 ( ENE )","327 ( NNW )","3,8","3,3","16","19,1","13","0","0"
"12-05-2010","10,9","16,1","7,9","82","96","51","14,144","2","5,7","7,2","20,6","340 ( NNW )","272 ( WNW )","3,8","2,6","15,2","17,5","13,5","0","0"
"13-05-2010","8,5","11,5","6,5","76","87","59","15,143","3,9","8,2","14,2","29,3","46 ( ENE )","308 ( WNW )","0,2","2,5","13","14,7","11,7","0","0"
"14-05-2010","9,8","17","5,3","66","92","30","23,941","4","12,1","14,4","43,5","76 ( ENE )","267 ( WSW )","0,2","4,3","13","17,1","9,8","0","0"
"15-05-2010","10,7","15,4","7,6","64","86","44","24,201","5,2","12,2","18,6","43,9","83 ( ENE )","305 ( WNW )","0,2","4","14","16,8","11,4","0","0"
"16-05-2010","11","16,5","6,7","65","86","36","21,227","3,5","9","12,4","32,3","82 ( ENE )","299 ( WNW )","0","3,9","14,2","17,3","11,4","0","0"
"17-05-2010","12,7","19,4","5,8","61","87","38","24,811","3","8,3","10,7","29,8","336 ( NNW )","312 ( WNW )","0","4,4","14,9","18,8","11,3","0","0"
"18-05-2010","16,2","25,3","7,6","47","89","14","30,455","3","8,1","10,8","29,2","331 ( NNW )","8 ( NNE )","0","6,4","17,1","22,2","12,4","0","0"
"19-05-2010","15","21","8,1","53","72","39","29,978","3,5","9,9","12,5","35,6","51 ( ENE )","311 ( WNW )","0","5,4","18,3","22,7","14,1","0","0"
"20-05-2010","17,5","25,4","10,1","48","77","22","30,804","3,4","8,9","12,1","32","355 ( NNW )","286 ( WNW )","0","6,6","19,4","24,2","15","0","0"
"21-05-2010","19,4","29,3","10,1","48","72","18","30,986","2,1","6,5","7,5","23,6","62 ( ENE )","351 ( NNW )","0","6,6","21","26,3","16","0","0"
"22-05-2010","20,7","29,4","10,5","52","87","18","30,157","1,2","6,6","4,3","23,9","290 ( WNW )","70 ( ENE )","0","5,7","22,5","27,6","17,6","0","0"
"23-05-2010","21,5","28,9","12,5","47","82","23","29,886","2,6","7,2","9,3","25,7","303 ( WNW )","136 ( SSE )","0","6,6","23,2","27,4","19","0","0"
"24-05-2010","21,4","28,9","14,4","54","89","29","26,381","2,9","8,7","10,5","31,5","73 ( ENE )","115 ( ESE )","0,2","6,3","23,6","27,7","19,8","0","0"
"25-05-2010","21,9","28,9","15,1","45","87","15","25,001","3,6","10,8","12,8","39","2 ( NNE )","227 ( WSW )","0","7,1","23,1","26,3","20","0","0"
"26-05-2010","19","25,5","12,5","56","86","26","22,767","1,5","7,1","5,3","25,6","83 ( ENE )","331 ( NNW )","0","4,6","23,2","26,8","19,7","0","0"
"27-05-2010","17,1","24,5","9,5","62","91","34","23,583","1,5","7","5,4","25","79 ( ENE )","350 ( NNW )","0","4,5","22,9","27,4","18,8","0","0"
